Date,A_OC_GOOGLE_SHOPPING,Is_NYE,C_DIV_BUY_CONNECTEDl21_0p0_0d0_0,C_DIV_BUY_ESSENTIALSl21_0p0_0d0_12,C_DIV_BUY_PREMIUMl21_0p0_0d0_0,C_DIV_BUY_SSl21_0p0_0d0_06,C_DIV_CONN_DATAl21_0p0_0d0_06,C_DIV_CONN_REMOTEl21_0p0_0d0_12,C_DIV_CONN_TRYl21_0p0_0d0_12,C_DIV_GETNOW_CONNl21_0p0_0d0_12,C_DIV_GETNOW_ESSl21_0p0_0d0_06,C_DIV_GETNOW_PREMl21_0p0_0d0_06,C_DIV_GETNOW_SSl21_0p0_0d0_12,C_PP_PKG_APP_ACCESSl21_0p0_0d0_06,C_PP_PKG_CONNECTEDl21_0p0_0d0_0,C_PP_PKG_ESSl21_0p0_0d0_12,C_PP_PKG_PREMl21_0p0_0d0_0,C_PP_PKG_REMOTEl21_0p0_0d0_0,C_PP_PKG_SCl21_0p0_0d0_06,C_PP_PKG_SSl21_0p0_0d0_12,DIV_GMOC_SHOP_ESSl21_0p0_0d0_0,DIV_GMOC_SHOP_SSl21_0p0_0d0_0,DIV_PKG_SS_ROADSIDEl21_0p0_0d0_06,DIV_PLANPAGE_CONNl21_0p0_0d0_0,DIV_PLANPAGE_ESSl21_0p0_0d0_06,DIV_PLANPAGE_HOMEl21_0p0_0d0_12,DIV_WYG_PPl21_0p0_0d0_0,OC_APP_Accessl21_0p0_0d0_06,OC_PAGE_ESSl21_0p0_0d0_0,OC_PAGE_PREFl21_0p0_0d0_06,OC_PAGE_PREMl21_0p0_0d0_06,SC_BUYNOWl21_0p0_0d0_12,SC_SHOPNOWl21_0p0_0d0_06
1/11/2024,1293,0,-1.058647321,0.660042054,-0.661999167,0.74632857,-0.025279119,1.214437319,-0.325004374,-0.669432442,2.876580912,2.648735802,-1.321695008,1.087387766,0.384548832,0.704700808,1.09035921,1.410525518,0.019129426,0.637607943,-1.049908159,-0.37392088,1.870843265,0.253026937,1.292406065,0.170731272,1.30425936,0.573272733,0.146572448,-1.15099358,-0.103247944,0.117923971,-0.263751012
1/12/2024,1374,0,-1.388382946,-0.434731425,-0.112374758,-0.699964054,-0.945250904,1.132260943,-0.816537769,-0.026941259,1.315588119,2.024537715,-1.112069293,0.593136432,-0.252692661,1.58018793,1.630195179,2.04960458,-0.69684996,0.527081169,-1.298638574,-0.319534479,1.254982391,0.487669632,1.536091579,0.138350701,1.392617937,0.014716666,-0.227042482,-1.198605364,-0.127581487,-0.075451354,-0.263751012
1/13/2024,1455,0,-0.948735447,-0.923885532,-1.349029679,-2.171365924,-0.025279119,0.618658588,-0.325004374,-0.77177617,1.214661861,1.143577293,-1.275577351,-0.563861009,-0.301711238,1.055393093,-0.85305028,1.969719698,-0.390994689,-0.295368062,-1.080999461,-0.18274444,0.840832047,0.093805108,0.226161542,-0.105308623,0.515343492,0.864490703,0.12825799,-1.176167627,0.045789509,-0.075451354,-0.263751012
1/14/2024,1514,0,-1.71811857,-0.849347764,-0.936811372,-1.375402796,-1.140989582,4.152242787,0.57986392,-0.621103459,1.887503582,1.004571478,-1.109553784,0.829029114,-1.135027037,1.602572544,-0.437791842,3.347733926,1.020110315,-0.067812939,-0.938867795,-0.284924951,1.676643233,0.010004146,0.471773424,0.22797869,0.917164641,1.034270779,0.37733461,-1.885966303,0.278564273,-0.075451354,-1.108435237
1/15/2024,1828,0,-1.113603259,-0.718906668,-1.142920525,-0.946034673,0.354453916,2.700460132,-1.833118198,-0.733397272,0.582190643,1.132067258,-1.044989064,-0.318981939,-0.105636932,2.050264822,0.741542122,4.206496416,-0.634288655,0.783893379,-0.650162849,-0.12341382,1.871200907,0.688791941,0.900631033,0.58899522,1.811269291,2.78856783,0.864499176,-1.436117026,0.705523353,0.730279167,-0.314432066
1/16/2024,1737,0,-1.71811857,-0.937861364,-1.623841883,-0.295705178,-1.508978296,2.98807745,-0.738339274,-0.146342275,1.006080927,1.00722764,-1.144770904,-0.168459942,-0.252692661,1.162341804,1.264767754,4.30635252,0.651693738,-0.093819238,-0.436965351,-0.115173457,1.647316525,1.593842335,2.081012843,0.689714897,1.819684393,1.568364536,1.216136757,-1.228704769,0.739141485,2.438427873,-0.263751012
1/17/2024,1597,0,-0.179352323,-1.082278291,-1.41773273,-1.513503654,-2.213637536,4.419316012,-0.570771072,0.139367299,0.868148374,1.397683465,-1.136385876,0.294339034,0.482585985,1.236957183,1.522227986,3.108079278,-0.307579614,0.520579594,-0.832269046,-0.110229238,1.383018507,1.803344741,1.813247732,0.643559166,1.943807157,1.212204959,0.487221355,-0.65708972,0.678065611,1.020342155,1.425617437
1/18/2024,1070,0,0.150383302,-0.048066749,-0.936811372,-1.839923864,-1.27017711,1.330853853,-0.570771072,0.697993482,3.717633064,1.244511452,-1.364458654,-0.465010742,-0.791897002,1.197162314,1.405955623,2.628769981,0.672547507,1.01469929,-1.098765919,-0.202521313,1.367997511,1.912285992,2.021777036,0.40902365,1.190655475,0.351073422,0.091629076,-0.828656324,0.144135747,-0.784494213,-0.162388905
1/19/2024,1520,0,-0.618999822,1.009437845,-0.24978086,-0.7250733,-0.819978151,1.111716848,-1.129331747,-0.837162441,2.54352426,0.791193125,-1.266353819,-0.287529582,-0.252692661,1.127521293,1.405955623,2.449028994,0.387546003,0.33203392,-1.034362508,-0.189336731,1.350115371,0.755832711,1.541870682,0.171446864,1.098089346,1.407029781,0.186864254,0.007286219,0.167325217,-0.977869539,0.580933212
1/20/2024,1266,0,-1.113603259,-0.742199721,-1.898654088,-1.787194446,-0.992228187,1.645863297,-0.91707869,-0.211728546,-1.069635783,0.808900872,-1.188373053,0.062939546,-0.644841273,0.187367509,-0.529148698,1.690122608,-1.023559001,-0.487164523,-1.369704407,-0.237130841,0.74104971,0.688791941,0.512949533,-0.28760587,0.302862152,1.400622985,-0.373558141,-1.091068402,-0.401410855,-0.977869539,-0.213069959
1/21/2024,935,0,-1.498294821,-0.383486709,-1.623841883,-0.850619535,-0.025279119,1.536294795,0.233556301,-0.930977525,-0.272318343,0.723018298,-1.285639385,-0.703150022,-1.331101343,0.386341855,-0.57897971,1.290698194,0.630839969,-1.143823592,-1.596226749,-0.449732227,1.026448652,-0.559842398,0.284434164,-0.49620115,-0.021119298,-0.00159154,-0.732521505,-1.638877558,-0.770154243,-0.977869539,0.580933212
1/22/2024,976,0,-0.399176073,-1.361794924,-0.455890014,0.0884663,-1.33672826,1.344549916,-0.190949812,-0.49601668,-0.548183449,0.540628502,-1.214366642,1.159278869,-0.938952731,0.485829028,0.542218072,0.89127378,1.082671621,0.900921728,-1.700604691,-0.398641971,1.31399345,-0.383860377,0.129843156,-0.479205822,0.20188092,-0.52228927,-0.886362947,-1.298207029,-0.990432214,0.633591505,-1.057754183
1/23/2024,972,0,-1.443338883,-1.021716354,-1.349029679,-1.490905332,-1.223199827,1.152805037,-0.257977093,-1.213844218,0.609104312,0.707081326,-1.09949175,0.487546374,1.070808902,1.052905913,1.555448661,1.031072325,0.408399772,0.66686503,-0.179351707,-0.245371205,1.258558819,0.437389054,1.156597142,-0.367573357,1.56512754,0.004815255,1.641032168,0.475195139,-0.357804089,0.021236308,-1.15911629
1/24/2024,819,0,-1.113603259,-1.548139346,-0.730702218,-2.091016334,-1.015716828,0.105056234,-1.095818107,-1.165515236,-0.161299459,1.337477125,-0.919213635,0.889687232,-1.380119919,0.063008543,0.982392016,0.471878145,-0.675996192,1.095968977,-1.172052559,2.215201423,1.558263472,-0.291679319,0.544493804,-0.551480688,0.649985133,-0.427934648,-0.025583451,0.689721801,-0.765753964,2.341740211,-0.314432066
1/25/2024,786,0,-1.003691384,-1.152157449,-0.868108321,-0.614592614,-0.416756475,0.152992453,-1.475639366,-0.79309778,0.292868703,0.666353507,-0.794276709,-1.329950577,-1.036989884,-1.120888815,-0.454402179,0.172309834,0.999256547,0.097977222,-1.50517365,7.798871927,1.719560367,-0.358720089,1.346825952,-0.257550975,-8.15E-05,-0.965523021,-0.596994521,-0.288782465,-0.75954957,1.020342155,-1.108435237
1/26/2024,995,0,-0.783867634,-1.32918465,-1.41773273,-0.524199325,-0.968739546,0.002335763,-0.950592331,-0.501702443,-0.686116002,1.066548593,-0.886512024,-1.352416547,-0.693859849,-0.688119613,-0.105585091,0.172309834,0.060836963,-0.678960984,-0.505810376,2.72115976,1.37050101,0.91505454,1.108437949,-0.268642663,0.153494081,0.314379957,-0.223379591,0.281464428,-0.420948094,0.021236308,0.530252159
1/27/2024,879,0,-1.333427009,-1.24067105,-1.486435781,-0.900838029,-0.612495152,-0.018208332,-0.325004374,-1.431324641,-1.083092617,1.535803893,-1.003902424,-0.896357361,-1.821287107,-0.994042669,-1.077289836,0.092424952,-0.349287151,-1.244598004,-0.687916573,0.952777691,1.456335278,0.077044916,0.296473963,-0.730736666,-0.511299024,-0.480645101,-0.791127769,-0.145947111,-0.60756393,-0.881181876,-0.213069959
1/28/2024,716,0,-1.71811857,-0.993764691,-1.555138832,-2.053352463,-0.393267833,1.351397947,-1.654378782,-0.373772783,0.074195143,1.518096146,-0.995517395,-0.420078803,-0.840915578,-1.349709313,-0.628810723,-0.486740449,1.020110315,-1.059303118,-0.890010035,0.225977604,1.033601508,-0.559842398,-0.437472132,-1.026992055,-0.620695358,-0.882525899,-1.014564148,-0.611666983,-0.837786532,-0.977869539,1.425617437
1/29/2024,1023,0,-1.223515134,-1.198743555,-1.005514423,-0.23795391,-1.164478224,-0.025056363,-0.146264958,-0.375194223,-0.191577337,0.939938201,-1.139739887,-0.730109185,-0.105636932,-0.267786307,0.766457629,0.491849366,-1.329414272,-0.54242791,-0.408094856,1.275799951,1.955604604,0.672031749,1.459759259,-0.107813197,0.353352767,0.741887937,0.062325944,1.044894771,-0.017002474,0.633591505,-0.162388905
1/30/2024,1007,0,-0.564043885,-0.411438372,0.025031344,0.628315109,-0.232762118,0.303649144,-0.224463453,-0.712075662,-1.22102517,1.171024301,-0.800984732,0.148310231,-0.399748391,0.053059826,0.741542122,0.172309834,-0.432702226,0.572592194,-0.388107591,0.275419787,1.565416327,0.655271556,0.829596224,-0.155042317,0.513239716,0.272735788,-0.183087784,0.831189001,-0.296992232,-0.784494213,-0.263751012
1/31/2024,1083,0,-0.564043885,0.96751035,-0.79940527,0.924604223,-0.956995225,-0.148320928,0.300583582,-1.105814728,-0.440528773,0.522920755,-0.716295943,0.426888256,0.13945595,0.199803406,0.783067966,0.212252276,3.453049977,0.618103218,-0.341470638,-0.075619711,1.431300283,0.118945397,1.121922523,-0.796034502,0.71940973,-0.533064335,-0.351580792,0.83967156,-0.719419025,-0.977869539,3.114985886
2/1/2024,1046,0,0.425162989,0.073057125,-0.043671707,0.060846129,-1.199711186,-0.89475635,-1.587351501,-0.544345663,-0.558276075,1.279926947,-0.690302354,-1.132250043,-0.056618356,0.898700795,1.123579885,0.05248251,0.554376152,1.502317411,0.227056024,1.345019007,1.585801966,-0.13245749,1.081950393,-0.705154226,0.365975421,-0.433759007,0.710657734,0.389822283,-0.708374324,-0.977869539,-0.905711023
2/2/2024,1088,0,0.315251114,0.413135695,0.299843549,0.00811671,-0.03702344,0.221472767,-0.704825634,-0.365244139,0.609104312,1.106391024,-0.960300275,-0.440298176,-0.399748391,0.421162365,0.043907946,-0.067344814,0.714255044,-1.072306268,-0.32370418,6.345271755,1.39875479,-0.040276432,1.933164122,-0.694241437,0.323899908,-0.730801337,-0.175762002,0.130146515,-0.844870982,-0.172139017,0.530252159
2/3/2024,976,0,-0.399176073,-0.462683088,-0.730702218,0.259209179,-0.162296194,-0.661923283,0.825630617,-0.70781134,0.175121401,0.96030211,-0.468937599,-0.505449488,0.090437374,-0.143427341,-0.321519479,-0.2470858,0.735108812,0.149989822,-0.792294515,1.760333342,1.476363274,-0.559842398,-0.098431416,-1.218592007,-0.410317793,-1.040366039,-0.985261016,-0.348981274,-0.635373694,0.730279167,1.47629849
2/4/2024,691,0,0.260295176,-1.040350796,-1.41773273,-1.860011262,1.19613023,1.098020786,0.713918482,-1.070278711,-1.369050349,0.421101209,-0.7624136,0.498779359,-0.889934155,-0.51401706,-0.952712305,-0.466769228,0.387546003,-0.2336031,-0.683474958,0.211144949,1.249260106,-0.719064227,-1.102309785,-1.361889451,-0.833176698,-1.538348768,-1.040204389,-1.197784472,-1.068933193,0.021236308,-0.162388905
2/5/2024,990,0,-0.45413201,0.301329042,-1.280326628,-0.983698544,-0.287568947,0.981604252,-0.43671651,-1.108657609,-0.78704226,0.69911284,-0.930952675,0.222447931,-0.350729814,-0.302606818,0.899340329,0.471878145,2.799631897,0.917175666,-0.590201053,0.227625677,1.610836961,-0.325199704,-0.05942247,-1.170289498,0.279720619,-0.635281843,-0.662926567,0.080072051,-0.96372252,1.536009689,-0.263751012
2/6/2024,744,0,-0.893779509,0.236108494,-0.112374758,-0.295705178,-1.164478224,-0.600291,-1.408612085,-1.215265659,-0.914882187,1.071860917,-0.946045727,1.550186742,-0.399748391,0.349034165,0.882729991,0.232223497,-0.182457003,0.413303607,-0.716787068,-0.261851932,1.383018507,-0.735824419,-0.102043356,-1.177445425,0.248163985,-1.875287959,-0.710544156,-0.606467995,-1.116412204,1.729385014,-0.263751012
2/7/2024,866,0,-0.509087947,0.906948413,0.505952702,1.876244682,0.158715238,-0.442786278,0.445809358,0.015701961,-0.252133092,1.048840846,-0.71545744,0.732425444,-0.105636932,0.050572646,-0.454402179,0.312108379,2.75792436,-0.47741216,-0.721228682,-0.240426986,1.779286712,0.018384242,-0.228942828,-0.984414287,0.464852876,-0.584318698,-0.706881265,-0.214628479,-0.897234303,0.117923971,0.580933212
2/8/2024,924,0,-0.014484511,-0.639710289,-0.524593065,1.125478199,-0.150551873,0.111904265,0.401124504,-0.225942953,-0.88460431,1.090454052,-0.541048845,0.566177268,-0.007599779,0.689777732,-0.354740154,-0.22711458,-0.530019812,0.400300457,-0.741215948,-0.393697753,1.356910584,0.110565301,0.594579365,-1.314123636,0.530069921,-0.778852302,-0.750835962,-0.43462776,-0.923107944,-0.881181876,-1.057754183
2/9/2024,1014,0,0.150383302,-0.835371932,-0.524593065,0.068378903,-0.956995225,-1.367270516,-0.47023015,0.75769399,-1.261395673,1.048840846,-0.795953715,1.12108672,-0.056618356,0.398777751,0.658490435,-0.047373593,0.651693738,0.67986818,-0.818944202,-0.360736298,1.723494438,-0.149217683,0.499946551,-1.226821324,0.938202397,-1.013865204,-0.710544156,-0.586219305,-0.762673768,-0.172139017,2.219620608
2/10/2024,786,0,0.919766425,0.79514176,-0.524593065,-0.117429525,-1.786927219,0.33104127,-0.570771072,0.064030944,1.24157553,1.001915316,-0.870580469,1.042455826,0.090437374,0.727085422,-1.268308717,-0.326970683,0.039983194,0.455563844,-0.81228178,-0.337663279,1.478866774,-0.626883168,-0.56822434,-0.746121909,-0.149449613,-1.114335403,-1.355213055,-1.018556201,-1.267737802,0.730279167,-0.111707852
