Date,A_OC_GOOGLE_SHOPPING,C_DIV_BUY_CONNECTED,C_DIV_BUY_ESSENTIALS,C_DIV_BUY_PREMIUM,C_DIV_BUY_SS,C_DIV_CONN_DATA,C_DIV_CONN_REMOTE,C_DIV_CONN_TRY,C_DIV_GETNOW_CONN,C_DIV_GETNOW_ESS,C_DIV_GETNOW_PREM,C_DIV_GETNOW_SS,C_PP_PKG_APP_ACCESS,C_PP_PKG_CONNECTED,C_PP_PKG_ESS,C_PP_PKG_PREM,C_PP_PKG_REMOTE,C_PP_PKG_SC,C_PP_PKG_SS,DIV_GMOC_ONSTAR_REVIEW,DIV_GMOC_SHOP_ESS,DIV_GMOC_SHOP_REMOTE,DIV_GMOC_SHOP_SS,DIV_PKG_CONN_SERVICES,DIV_PKG_HDStreaming,DIV_PKG_SS_CRASH,DIV_PKG_SS_ROADSIDE,DIV_PLANPAGE_CONN,DIV_PLANPAGE_ESS,DIV_PLANPAGE_HOME,DIV_WYG_PP,OC_APP_Access,OC_PAGE_ESS,OC_PAGE_PREF,OC_PAGE_PREFPL,OC_PAGE_PREM,SC_BUYNOW,SC_HOMEPAGE,SC_SHOPNOW
2024-04-21,751.0,65.0,33.0,60.0,29.0,7.0,7.0,12.0,75.0,9.0,0.0,107.0,33.0,85.0,24.0,227.0,42.0,1.0,18.0,1981.0,1103.0,856.0,663.0,645.0,0.0,0.0,0.0,646.0,231.0,911.0,2093.0,354.0,692.0,197.0,526.0,1446.0,1.0,0.0,1.0
2024-04-22,921.0,62.0,50.0,66.0,25.0,11.0,7.0,8.0,85.0,18.0,0.0,106.0,27.0,119.0,49.0,520.0,64.0,7.0,31.0,2550.0,1528.0,1192.0,847.0,824.0,0.0,0.0,0.0,823.0,323.0,1137.0,2692.0,451.0,1101.0,347.0,748.0,1790.0,1.0,0.0,1.0
2024-04-23,669.0,65.0,24.0,43.0,22.0,13.0,11.0,13.0,91.0,12.0,0.0,105.0,20.0,83.0,47.0,417.0,72.0,1.0,42.0,2048.0,1127.0,1054.0,724.0,839.0,0.0,0.0,0.0,839.0,308.0,1130.0,2820.0,417.0,735.0,279.0,649.0,1471.0,1.0,0.0,0.0
2024-04-24,538.0,83.0,36.0,74.0,38.0,10.0,8.0,10.0,94.0,22.0,0.0,119.0,36.0,136.0,59.0,510.0,62.0,6.0,45.0,2353.0,1171.0,942.0,673.0,964.0,0.0,0.0,0.0,965.0,373.0,1204.0,2955.0,463.0,724.0,275.0,648.0,1656.0,2.0,0.0,3.0
2024-04-25,904.0,65.0,35.0,58.0,48.0,18.0,8.0,12.0,118.0,16.0,0.0,115.0,22.0,102.0,45.0,495.0,64.0,5.0,31.0,2651.0,1816.0,1394.0,904.0,987.0,0.0,0.0,0.0,987.0,338.0,1021.0,2587.0,514.0,803.0,261.0,636.0,2707.0,1.0,0.0,3.0
2024-04-26,961.0,75.0,24.0,55.0,27.0,17.0,10.0,7.0,94.0,15.0,0.0,145.0,31.0,112.0,40.0,446.0,60.0,3.0,34.0,2856.0,1157.0,1163.0,821.0,950.0,0.0,0.0,0.0,948.0,342.0,1006.0,2806.0,506.0,751.0,209.0,607.0,1964.0,1.0,0.0,3.0
2024-04-27,782.0,67.0,30.0,54.0,21.0,15.0,11.0,7.0,100.0,12.0,0.0,141.0,36.0,92.0,38.0,290.0,44.0,0.0,35.0,2205.0,966.0,947.0,749.0,741.0,0.0,0.0,0.0,741.0,277.0,800.0,2207.0,360.0,596.0,243.0,544.0,1583.0,0.0,0.0,1.0
2024-04-28,624.0,79.0,24.0,55.0,20.0,11.0,9.0,8.0,75.0,13.0,0.0,99.0,32.0,92.0,41.0,225.0,49.0,5.0,27.0,1898.0,1067.0,941.0,663.0,655.0,0.0,0.0,0.0,652.0,231.0,710.0,2075.0,401.0,637.0,173.0,470.0,1487.0,0.0,0.0,1.0
2024-04-29,950.0,55.0,25.0,50.0,27.0,15.0,7.0,4.0,67.0,18.0,0.0,135.0,32.0,104.0,46.0,399.0,65.0,2.0,44.0,2482.0,2158.0,1191.0,834.0,734.0,0.0,0.0,0.0,733.0,331.0,878.0,2607.0,459.0,1700.0,255.0,651.0,1716.0,7.0,0.0,4.0
2024-04-30,986.0,77.0,44.0,71.0,35.0,20.0,5.0,12.0,84.0,26.0,0.0,125.0,43.0,140.0,68.0,618.0,75.0,6.0,53.0,2727.0,1470.0,1333.0,929.0,887.0,0.0,0.0,0.0,887.0,433.0,986.0,3013.0,624.0,1044.0,302.0,799.0,2191.0,0.0,0.0,1.0
2024-05-01,803.0,69.0,39.0,65.0,28.0,16.0,8.0,13.0,98.0,15.0,0.0,119.0,24.0,112.0,41.0,584.0,72.0,1.0,43.0,2712.0,2026.0,1262.0,843.0,882.0,0.0,0.0,0.0,884.0,398.0,1113.0,2800.0,598.0,1615.0,302.0,661.0,2078.0,0.0,0.0,2.0
2024-05-02,868.0,61.0,29.0,50.0,20.0,17.0,5.0,10.0,91.0,19.0,0.0,127.0,29.0,105.0,50.0,498.0,50.0,2.0,34.0,2738.0,1442.0,1147.0,840.0,831.0,0.0,0.0,0.0,831.0,387.0,1032.0,2559.0,568.0,987.0,293.0,713.0,2083.0,0.0,0.0,1.0
2024-05-03,851.0,78.0,32.0,71.0,35.0,16.0,4.0,6.0,96.0,15.0,0.0,153.0,24.0,97.0,52.0,370.0,60.0,3.0,38.0,2590.0,1273.0,1096.0,816.0,791.0,0.0,0.0,0.0,791.0,381.0,1050.0,2437.0,520.0,764.0,237.0,672.0,1960.0,0.0,0.0,1.0
2024-05-04,710.0,61.0,29.0,46.0,25.0,15.0,8.0,11.0,75.0,14.0,0.0,133.0,22.0,89.0,36.0,264.0,48.0,4.0,18.0,2101.0,1067.0,975.0,783.0,611.0,0.0,0.0,0.0,611.0,267.0,774.0,2108.0,457.0,613.0,186.0,496.0,1529.0,1.0,0.0,1.0
2024-05-05,556.0,40.0,23.0,29.0,14.0,10.0,7.0,5.0,58.0,18.0,0.0,115.0,25.0,83.0,33.0,288.0,53.0,1.0,30.0,1743.0,934.0,883.0,697.0,553.0,0.0,0.0,0.0,553.0,228.0,658.0,1908.0,400.0,547.0,164.0,469.0,1287.0,1.0,0.0,1.0
2024-05-06,747.0,64.0,15.0,51.0,24.0,18.0,9.0,12.0,76.0,5.0,0.0,126.0,32.0,98.0,26.0,388.0,54.0,4.0,28.0,2156.0,1611.0,978.0,751.0,719.0,0.0,0.0,0.0,719.0,255.0,845.0,2387.0,462.0,1222.0,199.0,548.0,1659.0,1.0,0.0,2.0
2024-05-07,644.0,71.0,40.0,49.0,27.0,14.0,8.0,11.0,75.0,17.0,0.0,156.0,45.0,132.0,53.0,561.0,63.0,3.0,50.0,1867.0,1260.0,1043.0,717.0,884.0,0.0,0.0,0.0,885.0,435.0,1020.0,3047.0,437.0,823.0,193.0,559.0,1690.0,0.0,0.0,1.0
2024-05-08,671.0,66.0,27.0,55.0,24.0,15.0,2.0,10.0,76.0,10.0,0.0,157.0,32.0,93.0,43.0,472.0,34.0,7.0,31.0,2104.0,1059.0,973.0,731.0,762.0,0.0,0.0,0.0,761.0,353.0,873.0,2492.0,404.0,658.0,222.0,598.0,1582.0,2.0,0.0,2.0
2024-05-09,676.0,67.0,44.0,63.0,25.0,19.0,6.0,12.0,94.0,18.0,0.0,130.0,27.0,110.0,40.0,447.0,52.0,9.0,42.0,2285.0,1184.0,1062.0,719.0,765.0,0.0,0.0,0.0,765.0,480.0,921.0,2479.0,461.0,745.0,213.0,598.0,1680.0,1.0,0.0,1.0
2024-05-10,842.0,73.0,37.0,53.0,28.0,12.0,5.0,9.0,108.0,26.0,0.0,158.0,30.0,88.0,30.0,311.0,45.0,2.0,41.0,2349.0,1146.0,1099.0,725.0,776.0,0.0,0.0,0.0,776.0,478.0,930.0,2076.0,542.0,707.0,224.0,594.0,1667.0,0.0,0.0,0.0
2024-05-11,743.0,65.0,32.0,74.0,30.0,14.0,8.0,10.0,65.0,23.0,0.0,172.0,17.0,70.0,16.0,234.0,57.0,6.0,22.0,2073.0,997.0,1019.0,620.0,731.0,0.0,0.0,0.0,730.0,378.0,777.0,1699.0,454.0,599.0,195.0,487.0,1476.0,2.0,0.0,1.0
2024-05-12,564.0,71.0,23.0,52.0,34.0,12.0,6.0,9.0,64.0,13.0,0.0,130.0,24.0,59.0,22.0,266.0,54.0,1.0,24.0,1685.0,966.0,858.0,515.0,598.0,0.0,0.0,0.0,598.0,335.0,741.0,1520.0,402.0,604.0,125.0,392.0,1199.0,0.0,0.0,0.0
2024-05-13,733.0,78.0,33.0,61.0,38.0,16.0,7.0,9.0,109.0,11.0,0.0,150.0,33.0,92.0,39.0,372.0,47.0,7.0,40.0,2217.0,1784.0,1176.0,710.0,817.0,0.0,0.0,0.0,817.0,457.0,1027.0,2047.0,506.0,1334.0,247.0,656.0,1529.0,0.0,0.0,1.0
2024-05-14,749.0,90.0,36.0,57.0,28.0,21.0,8.0,11.0,85.0,15.0,0.0,140.0,33.0,96.0,61.0,619.0,60.0,5.0,52.0,2220.0,1319.0,1084.0,718.0,807.0,0.0,0.0,0.0,805.0,469.0,1020.0,2571.0,485.0,923.0,262.0,613.0,1517.0,0.0,0.0,0.0
2024-05-15,722.0,59.0,36.0,63.0,33.0,14.0,7.0,15.0,90.0,14.0,0.0,121.0,37.0,115.0,35.0,429.0,62.0,7.0,39.0,2080.0,1156.0,1135.0,649.0,940.0,0.0,0.0,0.0,937.0,474.0,986.0,2358.0,472.0,773.0,239.0,651.0,1430.0,2.0,0.0,0.0
2024-05-16,839.0,74.0,33.0,54.0,22.0,19.0,5.0,10.0,102.0,16.0,0.0,159.0,47.0,131.0,46.0,629.0,66.0,8.0,46.0,2357.0,1117.0,1006.0,678.0,860.0,0.0,0.0,0.0,860.0,456.0,966.0,2724.0,476.0,748.0,215.0,668.0,1584.0,0.0,0.0,1.0
2024-05-17,881.0,73.0,28.0,55.0,26.0,23.0,6.0,12.0,117.0,10.0,0.0,155.0,32.0,99.0,41.0,463.0,70.0,9.0,49.0,2406.0,1088.0,1172.0,778.0,865.0,0.0,0.0,0.0,866.0,419.0,903.0,2298.0,500.0,741.0,184.0,645.0,1551.0,0.0,0.0,0.0
2024-05-18,800.0,61.0,21.0,45.0,17.0,9.0,11.0,8.0,85.0,23.0,0.0,152.0,28.0,59.0,37.0,263.0,60.0,3.0,39.0,2094.0,1082.0,1068.0,609.0,718.0,0.0,0.0,0.0,719.0,407.0,776.0,1777.0,466.0,680.0,197.0,517.0,1349.0,1.0,0.0,0.0
2024-05-19,625.0,85.0,27.0,48.0,17.0,22.0,7.0,6.0,79.0,13.0,0.0,116.0,30.0,76.0,23.0,257.0,54.0,5.0,27.0,1868.0,1025.0,923.0,644.0,692.0,0.0,0.0,0.0,691.0,320.0,775.0,1643.0,453.0,644.0,140.0,464.0,1295.0,0.0,0.0,2.0
2024-05-20,825.0,66.0,31.0,67.0,20.0,23.0,12.0,12.0,78.0,15.0,0.0,131.0,41.0,117.0,44.0,434.0,73.0,8.0,54.0,2235.0,1817.0,1181.0,752.0,823.0,0.0,0.0,0.0,821.0,435.0,939.0,2445.0,510.0,1386.0,257.0,607.0,1450.0,1.0,0.0,3.0
2024-05-21,757.0,65.0,26.0,48.0,22.0,15.0,6.0,9.0,85.0,13.0,0.0,158.0,32.0,105.0,34.0,534.0,74.0,8.0,54.0,2193.0,1501.0,1186.0,743.0,838.0,0.0,0.0,0.0,836.0,510.0,909.0,2700.0,600.0,983.0,250.0,591.0,1511.0,1.0,0.0,1.0
2024-05-22,758.0,73.0,40.0,49.0,28.0,20.0,7.0,14.0,90.0,18.0,51.0,150.0,45.0,96.0,47.0,417.0,74.0,5.0,44.0,2093.0,1273.0,1034.0,673.0,834.0,0.0,0.0,0.0,833.0,449.0,877.0,2566.0,480.0,754.0,164.0,483.0,1329.0,1.0,0.0,1.0
